Goods ID,Level One Model,The Color ,PN,Alternative PN,Material Item Category,ID,P/N + zamiennik,The Material Sub-category ,Part Name
22367,Redmi7,Black,58F6L0470003,,Mainboard,22367-Mainboard,58F6L0470003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+32GB
22368,Redmi7,Neptune Blue,58F6L0470003,,Mainboard,22368-Mainboard,58F6L0470003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+32GB
22369,Redmi7,Lunar Red,58F6L0470003,,Mainboard,22369-Mainboard,58F6L0470003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+32GB
22373,Redmi7,Black,58F6L1380003,,Mainboard,22373-Mainboard,58F6L1380003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+64GB
22374,Redmi7,Neptune Blue,58F6L1380003,,Mainboard,22374-Mainboard,58F6L1380003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+64GB
22375,Redmi7,Lunar Red,58F6L1380003,,Mainboard,22375-Mainboard,58F6L1380003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-3GB+64GB
22772,Redmi7,Black,58F6L18R0003,,Mainboard,22772-Mainboard,58F6L18R0003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-2GB+16GB-Without B28
22773,Redmi7,Neptune Blue,58F6L18R0003,,Mainboard,22773-Mainboard,58F6L18R0003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-2GB+16GB-Without B28
22774,Redmi7,Lunar Red,58F6L18R0003,,Mainboard,22774-Mainboard,58F6L18R0003,Mainboard,After sale Mainboard Assy-Redmi7-EU EEA-2GB+16GB-Without B28
22367,Redmi7,Black,560610096033,,LCD,22367-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22367,Redmi7,Black,560610115033,,LCD,22367-LCD,560610115033,LCD,After sale LCD-Redmi7-black-1.1
22368,Redmi7,Neptune Blue,561010017033,,LCD,22368-LCD,561010017033,LCD,After sale LCD-Redmi7-Blue
22368,Redmi7,Neptune Blue,561010028033,,LCD,22368-LCD,561010028033,LCD,After sale LCD-Redmi7-Blue-1.1
22369,Redmi7,Lunar Red,560610096033,,LCD,22369-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22373,Redmi7,Black,560610096033,,LCD,22373-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22374,Redmi7,Neptune Blue,561010017033,,LCD,22374-LCD,561010017033,LCD,After sale LCD-Redmi7-Blue
22374,Redmi7,Neptune Blue,561010028033,,LCD,22374-LCD,561010028033,LCD,After sale LCD-Redmi7-Blue-1.1
22375,Redmi7,Lunar Red,560610096033,,LCD,22375-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22375,Redmi7,Lunar Red,560610115033,,LCD,22375-LCD,560610115033,LCD,After sale LCD-Redmi7-black-1.1
22772,Redmi7,Black,560610096033,,LCD,22772-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22772,Redmi7,Black,560610115033,,LCD,22772-LCD,560610115033,LCD,After sale LCD-Redmi7-black-1.1
22773,Redmi7,Neptune Blue,561010017033,,LCD,22773-LCD,561010017033,LCD,After sale LCD-Redmi7-Blue
22773,Redmi7,Neptune Blue,561010028033,,LCD,22773-LCD,561010028033,LCD,After sale LCD-Redmi7-Blue-1.1
22774,Redmi7,Lunar Red,560610096033,,LCD,22774-LCD,560610096033,LCD,After sale LCD-Redmi7-black
22774,Redmi7,Lunar Red,560610115033,,LCD,22774-LCD,560610115033,LCD,After sale LCD-Redmi7-black-1.1
22367,Redmi7,Black,46BN46G04014,,Structural Material,22367-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22368,Redmi7,Neptune Blue,46BN46G04014,,Structural Material,22368-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22369,Redmi7,Lunar Red,46BN46G04014,,Structural Material,22369-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22373,Redmi7,Black,46BN46G04014,,Structural Material,22373-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22374,Redmi7,Neptune Blue,46BN46G04014,,Structural Material,22374-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22375,Redmi7,Lunar Red,46BN46G04014,,Structural Material,22375-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22772,Redmi7,Black,46BN46G04014,,Structural Material,22772-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22773,Redmi7,Neptune Blue,46BN46G04014,,Structural Material,22773-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22774,Redmi7,Lunar Red,46BN46G04014,,Structural Material,22774-Battery,46BN46G04014,Battery,Battery-BN46-30%SOC
22367,Redmi7,Black,5528194000G6,,Structural Material,22367-Battery Cover,5528194000G6,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black-old silk screen
22367,Redmi7,Black,5522152000A1,,Structural Material,22367-Battery Cover,5522152000A1,Battery Cover,Battery Cover Assy-Redmi7-EN-black-new silk screen
22367,Redmi7,Black,5522153000A1,,Structural Material,22367-Battery Cover,5522153000A1,Battery Cover,Battery Cover Assy-Redmi7-universal version-black-new silk screen
22367,Redmi7,Black,5522153000G6,,Structural Material,22367-Battery Cover,5522153000G6,Battery Cover,Battery Cover Assy-Redmi7-universal version-black-new silk screen
22368,Redmi7,Neptune Blue,552819100093,,Structural Material,22368-Battery Cover,552819100093,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-gradient ramp bluish-spray&old silk screen
22369,Redmi7,Lunar Red,552819200021,,Structural Material,22369-Battery Cover,552819200021,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black red gradient ramp-spray&old silk screen
22373,Redmi7,Black,5528194000G6,,Structural Material,22373-Battery Cover,5528194000G6,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black-old silk screen
22373,Redmi7,Black,5522152000A1,,Structural Material,22373-Battery Cover,5522152000A1,Battery Cover,Battery Cover Assy-Redmi7-EN-black-new silk screen
22373,Redmi7,Black,5522153000G6,,Structural Material,22373-Battery Cover,5522153000G6,Battery Cover,Battery Cover Assy-Redmi7-universal version-black-new silk screen
22374,Redmi7,Neptune Blue,552819100093,,Structural Material,22374-Battery Cover,552819100093,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-gradient ramp bluish-spray&old silk screen
22375,Redmi7,Lunar Red,552819200021,,Structural Material,22375-Battery Cover,552819200021,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black red gradient ramp-spray&old silk screen
22772,Redmi7,Black,5522152000A1,,Structural Material,22772-Battery Cover,5522152000A1,Battery Cover,Battery Cover Assy-Redmi7-EN-black-new silk screen
22772,Redmi7,Black,5528194000G6,,Structural Material,22772-Battery Cover,5528194000G6,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black-old silk screen
22773,Redmi7,Neptune Blue,552819100093,,Structural Material,22773-Battery Cover,552819100093,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-gradient ramp bluish-spray&old silk screen
22773,Redmi7,Neptune Blue,552818000093,,Structural Material,22773-Battery Cover,552818000093,Battery Cover,Battery Cover Assy-Redmi7-Comet Blue-PC
22774,Redmi7,Lunar Red,552819200021,,Structural Material,22774-Battery Cover,552819200021,Battery Cover,Battery Cover Assy-Redmi7-EU/RU-black red gradient ramp-spray&old silk screen
22367,Redmi7,Black,560030059033,,Structural Material,22367-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22368,Redmi7,Neptune Blue,560030059033,,Structural Material,22368-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22369,Redmi7,Lunar Red,560030059033,,Structural Material,22369-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22373,Redmi7,Black,560030059033,,Structural Material,22373-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22374,Redmi7,Neptune Blue,560030059033,,Structural Material,22374-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22375,Redmi7,Lunar Red,560030059033,,Structural Material,22375-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22772,Redmi7,Black,560030059033,,Structural Material,22772-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22773,Redmi7,Neptune Blue,560030059033,,Structural Material,22773-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22774,Redmi7,Lunar Red,560030059033,,Structural Material,22774-Sub Board,560030059033,Sub Board,After sale Subboard Assy-Redmi7
22367,Redmi7,Black,413800300076,,Structural Material,22367-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22368,Redmi7,Neptune Blue,413800300076,,Structural Material,22368-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22369,Redmi7,Lunar Red,413800300076,,Structural Material,22369-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22373,Redmi7,Black,413800300076,,Structural Material,22373-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22374,Redmi7,Neptune Blue,413800300076,,Structural Material,22374-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22375,Redmi7,Lunar Red,413800300076,,Structural Material,22375-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22772,Redmi7,Black,413800300076,,Structural Material,22772-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22773,Redmi7,Neptune Blue,413800300076,,Structural Material,22773-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22774,Redmi7,Lunar Red,413800300076,,Structural Material,22774-Front Camera,413800300076,Front Camera,Camera-Front-Redmi7
22367,Redmi7,Black,412122300076,,Structural Material,22367-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22367,Redmi7,Black,412122300092,412122300076,Structural Material,22367-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22368,Redmi7,Neptune Blue,412122300076,,Structural Material,22368-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22368,Redmi7,Neptune Blue,412122300092,412122300076,Structural Material,22368-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22369,Redmi7,Lunar Red,412122300076,,Structural Material,22369-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22369,Redmi7,Lunar Red,412122300092,412122300076,Structural Material,22369-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22373,Redmi7,Black,412122300076,,Structural Material,22373-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22373,Redmi7,Black,412122300092,412122300076,Structural Material,22373-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22374,Redmi7,Neptune Blue,412122300076,,Structural Material,22374-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22374,Redmi7,Neptune Blue,412122300092,412122300076,Structural Material,22374-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22375,Redmi7,Lunar Red,412122300076,,Structural Material,22375-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22375,Redmi7,Lunar Red,412122300092,412122300076,Structural Material,22375-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22772,Redmi7,Black,412122300076,,Structural Material,22772-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22772,Redmi7,Black,412122300092,412122300076,Structural Material,22772-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22773,Redmi7,Neptune Blue,412122300076,,Structural Material,22773-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22773,Redmi7,Neptune Blue,412122300092,412122300076,Structural Material,22773-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22774,Redmi7,Lunar Red,412122300076,,Structural Material,22774-Rear Camera,412122300076,Rear Camera,Camera-Rear-Redmi7
22774,Redmi7,Lunar Red,412122300092,412122300076,Structural Material,22774-Rear Camera,"412122300092 , 412122300076",Rear Camera,Camera-Rear-Redmi7
22367,Redmi7,Black,471321X01010,,Accessory,22367-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22367,Redmi7,Black,471321X02012,471321X01010,Accessory,22367-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22368,Redmi7,Neptune Blue,471321X01010,,Accessory,22368-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22368,Redmi7,Neptune Blue,471321X02012,471321X01010,Accessory,22368-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22369,Redmi7,Lunar Red,471321X01010,,Accessory,22369-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22369,Redmi7,Lunar Red,471321X02012,471321X01010,Accessory,22369-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22373,Redmi7,Black,471321X01010,,Accessory,22373-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22373,Redmi7,Black,471321X02012,471321X01010,Accessory,22373-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22374,Redmi7,Neptune Blue,471321X01010,,Accessory,22374-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22374,Redmi7,Neptune Blue,471321X02012,471321X01010,Accessory,22374-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22375,Redmi7,Lunar Red,471321X01010,,Accessory,22375-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22375,Redmi7,Lunar Red,471321X02012,471321X01010,Accessory,22375-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22772,Redmi7,Black,471321X01010,,Accessory,22772-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22772,Redmi7,Black,471321X02012,471321X01010,Accessory,22772-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22773,Redmi7,Neptune Blue,471321X01010,,Accessory,22773-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22773,Redmi7,Neptune Blue,471321X02012,471321X01010,Accessory,22773-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22774,Redmi7,Lunar Red,471321X01010,,Accessory,22774-Charger,471321X01010,Charger,Charger-MDY-09-EW-5V_2A-White+Gray-EU
22774,Redmi7,Lunar Red,471321X02012,471321X01010,Accessory,22774-Charger,"471321X02012 , 471321X01010",Charger,Charger-MDY-09-EW-5V_2A-White+gray-EU
22367,Redmi7,Black,451032W11058,,Accessory,22367-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22368,Redmi7,Neptune Blue,451032W11058,,Accessory,22368-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22369,Redmi7,Lunar Red,451032W11058,,Accessory,22369-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22373,Redmi7,Black,451032W11058,,Accessory,22373-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22374,Redmi7,Neptune Blue,451032W11058,,Accessory,22374-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22375,Redmi7,Lunar Red,451032W11058,,Accessory,22375-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22772,Redmi7,Black,451032W11058,,Accessory,22772-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22773,Redmi7,Neptune Blue,451032W11058,,Accessory,22773-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22774,Redmi7,Lunar Red,451032W11058,,Accessory,22774-USB Data Cable,451032W11058,USB Data Cable,Usb Data Cable-2A-Micro-B-White
22367,Redmi7,Black,282004524000,,Structural Material,22367-Receiver,282004524000,Receiver,Receiver
22368,Redmi7,Neptune Blue,282004524000,,Structural Material,22368-Receiver,282004524000,Receiver,Receiver
22369,Redmi7,Lunar Red,282004524000,,Structural Material,22369-Receiver,282004524000,Receiver,Receiver
22373,Redmi7,Black,282004524000,,Structural Material,22373-Receiver,282004524000,Receiver,Receiver
22374,Redmi7,Neptune Blue,282004524000,,Structural Material,22374-Receiver,282004524000,Receiver,Receiver
22375,Redmi7,Lunar Red,282004524000,,Structural Material,22375-Receiver,282004524000,Receiver,Receiver
22772,Redmi7,Black,282004524000,,Structural Material,22772-Receiver,282004524000,Receiver,Receiver
22773,Redmi7,Neptune Blue,282004524000,,Structural Material,22773-Receiver,282004524000,Receiver,Receiver
22774,Redmi7,Lunar Red,282004524000,,Structural Material,22774-Receiver,282004524000,Receiver,Receiver
22367,Redmi7,Black,560050006033,,Structural Material,22367-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22368,Redmi7,Neptune Blue,560050006033,,Structural Material,22368-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22369,Redmi7,Lunar Red,560050006033,,Structural Material,22369-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22373,Redmi7,Black,560050006033,,Structural Material,22373-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22374,Redmi7,Neptune Blue,560050006033,,Structural Material,22374-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22375,Redmi7,Lunar Red,560050006033,,Structural Material,22375-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22772,Redmi7,Black,560050006033,,Structural Material,22772-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22773,Redmi7,Neptune Blue,560050006033,,Structural Material,22773-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22774,Redmi7,Lunar Red,560050006033,,Structural Material,22774-Speaker,560050006033,Speaker,After sale speaker assy-Redmi7
22367,Redmi7,Black,422000015006,,Structural Material,22367-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22368,Redmi7,Neptune Blue,422000015006,,Structural Material,22368-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22369,Redmi7,Lunar Red,422000015006,,Structural Material,22369-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22373,Redmi7,Black,422000015006,,Structural Material,22373-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22374,Redmi7,Neptune Blue,422000015006,,Structural Material,22374-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22375,Redmi7,Lunar Red,422000015006,,Structural Material,22375-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22772,Redmi7,Black,422000015006,,Structural Material,22772-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22773,Redmi7,Neptune Blue,422000015006,,Structural Material,22773-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22774,Redmi7,Lunar Red,422000015006,,Structural Material,22774-Vibrator,422000015006,Vibrator,Vibrator-Redmi7
22367,Redmi7,Black,560060023033,,Structural Material,22367-Others,560060023033,Others,After sale top antenna holder assy-Redmi7
22367,Redmi7,Black,320760000031,,Consumable,22367-Adhesive Battery,320760000031,Adhesive Battery,Easy Release Adhesive-Battery-F6
22367,Redmi7,Black,301564700093,,Structural Material,22367-Others,301564700093,Others,Plastic Frame-Key-F6
22367,Redmi7,Black,320685200049,,Structural Material,22367-Others,320685200049,Others,Fixed Holder Adhesive-Key-F6
22367,Redmi7,Black,320726800049,,Structural Material,22367-Others,320726800049,Others,Fixed Holder Adhesive3-Key-F6
22367,Redmi7,Black,3015543000L7,,Structural Material,22367-Others,3015543000L7,Others,0
22367,Redmi7,Black,301554300050,3015543000L7,Structural Material,22367-Others,"301554300050 , 3015543000L7",Others,Volume Key Assy-F6-Black
22367,Redmi7,Black,3015544000L7,,Structural Material,22367-Others,3015544000L7,Others,0
22367,Redmi7,Black,301554400050,3015544000L7,Structural Material,22367-Power Key,"301554400050 , 3015544000L7",Power Key,Power Key Assy-F6-Black
22367,Redmi7,Black,4830366000F2,,Structural Material,22367-Others,4830366000F2,Others,FPC Assy-Side-Key
22367,Redmi7,Black,3206749000F2,,Consumable,22367-Consumable,3206749000F2,Consumable,Adhesive-Side Key FPC-F6
22367,Redmi7,Black,3206750000F2,,Consumable,22367-Consumable,3206750000F2,Consumable,Adhesive-Side Key FPC-F6
22367,Redmi7,Black,3015545000A8,,Consumable,22367-Consumable,3015545000A8,Consumable,Infrared Lampshade-F6
22367,Redmi7,Black,3015546000A8,,Structural Material,22367-Others,3015546000A8,Others,Light Column-Light Indicator-F6
22367,Redmi7,Black,375201800034,,Structural Material,22367-Others,375201800034,Others,Seal Gasket-Sim Tray Hole-F6
22367,Redmi7,Black,320686100049,,Structural Material,22367-Others,320686100049,Others,GND Adhesive Conductive Cloth-Board-F6
22367,Redmi7,Black,320688500031,,Consumable,22367-Adhesive Battery Cover,320688500031,Adhesive Battery Cover,Up Adhesive-Battery Cover-F6
22367,Redmi7,Black,320688500049,320688500031,Consumable,22367-Adhesive Battery Cover,"320688500049 , 320688500031",Adhesive Battery Cover,Up Adhesive-Battery Cover-F6
22367,Redmi7,Black,320727500031,,Consumable,22367-Adhesive Battery Cover,320727500031,Adhesive Battery Cover,Down Adhesive-Battery Cover-F6
22367,Redmi7,Black,320727200049,320727500031,Consumable,22367-Adhesive Battery Cover,"320727200049 , 320727500031",Adhesive Battery Cover,Down Adhesive-Battery Cover-F6
22367,Redmi7,Black,320727300049,,Consumable,22367-Adhesive Battery Cover,320727300049,Adhesive Battery Cover,Left Adhesive-Battery Cover-F6
22367,Redmi7,Black,320727400049,,Consumable,22367-Adhesive Battery Cover,320727400049,Adhesive Battery Cover,Right Adhesive-Battery Cover-F6
22367,Redmi7,Black,320688600031,,Consumable,22367-Consumable,320688600031,Consumable,Seal Adhesive-Fingerprint Module-F6
22367,Redmi7,Black,320781800069,320760000031,Consumable,22367-Adhesive Battery,"320781800069 , 320760000031",Adhesive Battery,Standard Easy Release Adhesive_75.22*13*0.15_SRT-8615T
22367,Redmi7,Black,380018300032,,Structural Material,22367-Others,380018300032,Others,Lens-rear camera-F6
22367,Redmi7,Black,380018300025,380018300032,Structural Material,22367-Others,"380018300025 , 380018300032",Others,Lens-rear camera-F6
22367,Redmi7,Black,375201600034,,Structural Material,22367-Others,375201600034,Others,Rubber-USB-F6
22367,Redmi7,Black,320688800049,,Structural Material,22367-Others,320688800049,Others,Diffuser-light sensor-F6
22367,Redmi7,Black,320689500049,,Structural Material,22367-Others,320689500049,Others,Seal Foam-front camera-F6
22367,Redmi7,Black,3015622000A8,,Structural Material,22367-Others,3015622000A8,Others,Garnish assy-Receiver-F6
22367,Redmi7,Black,880100121C13,,Accessory,22367-Protective Cover,880100121C13,Protective Cover,protective cover-TPU-F6-black
22367,Redmi7,Black,880500000B34,,Accessory,22367-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
22367,Redmi7,Black,375201700034,,Structural Material,22367-Others,375201700034,Others,Rubber-audio jack-F6
22367,Redmi7,Black,320689200049,,Structural Material,22367-Others,320689200049,Others,GND gasket-Finger-F6
22367,Redmi7,Black,492112049176,,Structural Material,22367-Fingerprint Module,492112049176,Fingerprint Module,Fingerprint Module-Redmi Note 7-Black
22367,Redmi7,Black,453000048027,,Structural Material,22367-Others,453000048027,Others,Coaxial Cable-Redmi7
22367,Redmi7,Black,4830365000F2,,Structural Material,22367-FPCClass ,4830365000F2,FPCClass ,main FPC assy-Redmi7
22367,Redmi7,Black,4830367000F2,,Structural Material,22367-FPCClass ,4830367000F2,FPCClass ,external FPC assy-Fingerprint Module-Redmi7
22367,Redmi7,Black,481086000050,,Accessory,22367-SIMCard Tray,481086000050,SIMCard Tray,SIM card Tray-Redmi7-black
22367,Redmi7,Black,375201900034,,Structural Material,22367-Others,375201900034,Others,Rubber-front camera-F6
22367,Redmi7,Black,3015541000A8,,Structural Material,22367-Others,3015541000A8,Others,Light Column-light sensor-F6
22367,Redmi7,Black,320712200049,,Structural Material,22367-Others,320712200049,Others,Bearing foam-Front Camera-F6
22367,Redmi7,Black,320712500049,,Structural Material,22367-Others,320712500049,Others,GND Copper Foil-Front Camera-F6
22367,Redmi7,Black,1000816000000,,Consumable,22367-Consumable,1000816000000,Consumable,Screw-1.4*2.0mm
22367,Redmi7,Black,100081600052,1000816000000,Consumable,22367-Consumable,"100081600052 , 1000816000000",Consumable,Screw-1.4*2.0*0.3mm
22367,Redmi7,Black,100082407052,,Consumable,22367-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
22367,Redmi7,Black,492112096076,,Structural Material,22367-Fingerprint Module,492112096076,Fingerprint Module,Fingerprint Module-Redmi7-Black
22367,Redmi7,Black,492111090059,492112096076,Structural Material,22367-Fingerprint Module,"492111090059 , 492112096076",Fingerprint Module,Fingerprint Module-Redmi7-Black
22368,Redmi7,Neptune Blue,560060023033,,Structural Material,22368-Others,560060023033,Others,After sale top antenna holder assy-Redmi7
22368,Redmi7,Neptune Blue,320760000031,,Consumable,22368-Adhesive Battery,320760000031,Adhesive Battery,Easy Release Adhesive-Battery-F6
22368,Redmi7,Neptune Blue,301564700093,,Structural Material,22368-Others,301564700093,Others,Plastic Frame-Key-F6
22368,Redmi7,Neptune Blue,320685200049,,Structural Material,22368-Others,320685200049,Others,Fixed Holder Adhesive-Key-F6
22368,Redmi7,Neptune Blue,320726800049,,Structural Material,22368-Others,320726800049,Others,Fixed Holder Adhesive3-Key-F6
22368,Redmi7,Neptune Blue,3015613000L7,,Structural Material,22368-Others,3015613000L7,Others,Volume Key Assy-F6-Blue
22368,Redmi7,Neptune Blue,301561300050,3015613000L7,Structural Material,22368-Others,"301561300050 , 3015613000L7",Others,Volume Key Assy-F6-Blue
22368,Redmi7,Neptune Blue,301561400050,,Structural Material,22368-Others,301561400050,Others,Power Key Assy-F6-Blue
22368,Redmi7,Neptune Blue,4830366000F2,,Structural Material,22368-Others,4830366000F2,Others,FPC Assy-Side-Key
22368,Redmi7,Neptune Blue,3206749000F2,,Consumable,22368-Consumable,3206749000F2,Consumable,Adhesive-Side Key FPC-F6
22368,Redmi7,Neptune Blue,3206750000F2,,Consumable,22368-Consumable,3206750000F2,Consumable,Adhesive-Side Key FPC-F6
22368,Redmi7,Neptune Blue,3015545000A8,,Consumable,22368-Consumable,3015545000A8,Consumable,Infrared Lampshade-F6
22368,Redmi7,Neptune Blue,3015546000A8,,Structural Material,22368-Others,3015546000A8,Others,Light Column-Light Indicator-F6
22368,Redmi7,Neptune Blue,375201800034,,Structural Material,22368-Others,375201800034,Others,Seal Gasket-Sim Tray Hole-F6
22368,Redmi7,Neptune Blue,320686100049,,Structural Material,22368-Others,320686100049,Others,GND Adhesive Conductive Cloth-Board-F6
22368,Redmi7,Neptune Blue,320688500031,,Consumable,22368-Adhesive Battery Cover,320688500031,Adhesive Battery Cover,Up Adhesive-Battery Cover-F6
22368,Redmi7,Neptune Blue,320688500049,320688500031,Consumable,22368-Adhesive Battery Cover,"320688500049 , 320688500031",Adhesive Battery Cover,Up Adhesive-Battery Cover-F6
22368,Redmi7,Neptune Blue,320727500031,,Consumable,22368-Adhesive Battery Cover,320727500031,Adhesive Battery Cover,Down Adhesive-Battery Cover-F6
22368,Redmi7,Neptune Blue,320727200049,320727500031,Consumable,22368-Adhesive Battery Cover,"320727200049 , 320727500031",Adhesive Battery Cover,Down Adhesive-Battery Cover-F6
22368,Redmi7,Neptune Blue,320727300049,,Consumable,22368-Adhesive Battery Cover,320727300049,Adhesive Battery Cover,Left Adhesive-Battery Cover-F6
