Goods ID,Level One Model,The Color ,PN,Alternative PN,Material Item Category,ID,P/N + zamiennik,The Material Sub-category ,Part Name
23665,Redmi7A,Blue,330200051027,,Consumable,23665-Consumable,330200051027,Consumable,Adhesive-metal-Rear Camera-Redmi7A
23665,Redmi7A,Blue,330200046050,,Consumable,23665-Consumable,330200046050,Consumable,adhesive-Sidekey-Redmi7A-big
23665,Redmi7A,Blue,880500000B34,,Accessory,23665-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
23665,Redmi7A,Blue,"3,80025E+018",,Structural Material,23665-Others,"3,80025E+018",Others,Rear_Cam-Lens_Redmi7A
23665,Redmi7A,Blue,552822300021,,Structural Material,23665-Back Shell,552822300021,Back Shell,Battery cover-C3E-Blue-EU/EN/RU
23665,Redmi7A,Blue,552818800021,,Structural Material,23665-Others,552818800021,Others,Top_Frame_Assy_Redmi7A
23665,Redmi7A,Blue,481098600050,,Accessory,23665-SIMCard Tray,481098600050,SIMCard Tray,Sim_Tray_assy_Blue_Redmi7A
23665,Redmi7A,Blue,375208000034,,Structural Material,23665-Others,375208000034,Others,USB_Rubber_Redmi7A
23665,Redmi7A,Blue,375208100034,,Structural Material,23665-Others,375208100034,Others,Audio_Jack_Rubber_Redmi7A
23665,Redmi7A,Blue,375208200034,,Structural Material,23665-Others,375208200034,Others,Sensor_Rubber_Redmi7A
23665,Redmi7A,Blue,375208300034,,Structural Material,23665-Others,375208300034,Others,TP_FPC_Rubber_Redmi7A
23665,Redmi7A,Blue,320766700049,,Structural Material,23665-Others,320766700049,Others,Conductive_tape_front_cam_Redmi7A
23665,Redmi7A,Blue,1000792X00E3,,Consumable,23665-Consumable,1000792X00E3,Consumable,Screw-M1.4*2.5
23665,Redmi7A,Blue,100082503052,1000792X00E3,Consumable,23665-Consumable,"100082503052 , 1000792X00E3",Consumable,Screw-M1.4*2.5
23665,Redmi7A,Blue,1000810000000,,Consumable,23665-Consumable,1000810000000,Consumable,Screw-M1.4*3.5
23665,Redmi7A,Blue,100081000052,1000810000000,Consumable,23665-Consumable,"100081000052 , 1000810000000",Consumable,Screw-M1.4*3.5
23665,Redmi7A,Blue,453000063027,,Structural Material,23665-Others,453000063027,Others,RF-cable
23665,Redmi7A,Blue,4830429000B0,,Structural Material,23665-FPCClass ,4830429000B0,FPCClass ,Link-FPC_assy_Redmi7A_BTB
23665,Redmi7A,Blue,4830421000B0,,Structural Material,23665-FPCClass ,4830421000B0,FPCClass ,Sidekey_FPC_Assy
23665,Redmi7A,Blue,4830430000B0,4830421000B0,Structural Material,23665-FPCClass ,"4830430000B0 , 4830421000B0",FPCClass ,Sidekey_FPC_Assy
23665,Redmi7A,Blue,320762100049,,Structural Material,23665-Others,320762100049,Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23665,Redmi7A,Blue,3207621000M4,320762100049,Structural Material,23665-Others,"3207621000M4 , 320762100049",Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23665,Redmi7A,Blue,320762200049,,Structural Material,23665-Others,320762200049,Others,Conductive Cloth-Vibrator-Redmi7A
23665,Redmi7A,Blue,320762300049,,Structural Material,23665-Others,320762300049,Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23665,Redmi7A,Blue,3207623000M4,320762300049,Structural Material,23665-Others,"3207623000M4 , 320762300049",Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23665,Redmi7A,Blue,320762900049,,Structural Material,23665-Others,320762900049,Others,FPCAdhesive-LCD-Redmi7A
23665,Redmi7A,Blue,3207630000M4,,Structural Material,23665-Others,3207630000M4,Others,GND Conductive Foam-Speaker-Redmi7A
23665,Redmi7A,Blue,320763100049,,Structural Material,23665-Others,320763100049,Others,Seal Foam-Front Camera-Redmi7A
23665,Redmi7A,Blue,3207631000M4,320763100049,Structural Material,23665-Others,"3207631000M4 , 320763100049",Others,Seal Foam-Front Camera-Redmi7A
23665,Redmi7A,Blue,320775600049,,Structural Material,23665-Others,320775600049,Others,GND Conductive Cloth-USB-Redmi7A
23665,Redmi7A,Blue,320763400049,,Structural Material,23665-Others,320763400049,Others,GND Conductive Foam-LCD-Redmi7A
23665,Redmi7A,Blue,3207634000M4,320763400049,Structural Material,23665-Others,"3207634000M4 , 320763400049",Others,GND Conductive Foam-LCD-Redmi7A
23665,Redmi7A,Blue,3207635000M4,,Structural Material,23665-Others,3207635000M4,Others,GND Conductive Cloth1-Board-Redmi7A
23665,Redmi7A,Blue,320763600049,,Structural Material,23665-Others,320763600049,Others,GND Conductive Cloth2-Board-Redmi7A
23665,Redmi7A,Blue,320763800049,,Structural Material,23665-Others,320763800049,Others,Sealed Dustproof Net Foam-SubMIC-Redmi7A
23665,Redmi7A,Blue,3207639000M4,,Structural Material,23665-Others,3207639000M4,Others,Foam-SubMIC-Redmi7A
23665,Redmi7A,Blue,320764000049,,Structural Material,23665-Others,320764000049,Others,Foam-Rear CameraRedmi7A
23665,Redmi7A,Blue,320764200049,,Structural Material,23665-Others,320764200049,Others,Rubber TAPE-SIM Tray Hole-Redmi7A
23665,Redmi7A,Blue,3207641000M4,,Structural Material,23665-Others,3207641000M4,Others,GND Conductive Foam-MB Shielding Cover-Redmi7A
23665,Redmi7A,Blue,3207643000M4,,Structural Material,23665-Others,3207643000M4,Others,Lampshade Adhesive-Flash Light-Redmi7A
23665,Redmi7A,Blue,301578200021,,Structural Material,23665-Others,301578200021,Others,Deco-Rear Camera-Black-Redmi7A
23665,Redmi7A,Blue,3207644000M4,,Structural Material,23665-Others,3207644000M4,Others,Deco Adhesive-Rear Camera-Redmi7A
23665,Redmi7A,Blue,320764500049,,Structural Material,23665-Others,320764500049,Others,Lens Adhesive-Rear Camera-Redmi7A
23665,Redmi7A,Blue,3207646000M4,,Structural Material,23665-Others,3207646000M4,Others,Dustproof Mesh-Master MIC-Redmi7A
23665,Redmi7A,Blue,320764700049,,Structural Material,23665-Others,320764700049,Others,Dustproof Mesh-Speaker-Redmi7A
23665,Redmi7A,Blue,3207648000M4,,Structural Material,23665-Others,3207648000M4,Others,Seal Foam-Rear Camera-Redmi7A
23665,Redmi7A,Blue,320764900049,,Structural Material,23665-Others,320764900049,Others,Seal Foam-Side Key-Redmi7A
23665,Redmi7A,Blue,3207649000M4,320764900049,Structural Material,23665-Others,"3207649000M4 , 320764900049",Others,Seal Foam-Side Key-Redmi7A
23665,Redmi7A,Blue,320765000056,,Structural Material,23665-Others,320765000056,Others,Radiating Film-Battery Cover-Redmi7A
23665,Redmi7A,Blue,481098200050,,Structural Material,23665-Others,481098200050,Others,Side Key Assy-Redmi7A-Blue
23665,Redmi7A,Blue,320765400049,,Structural Material,23665-Others,320765400049,Others,Foam-Front Camera-Redmi7A
23665,Redmi7A,Blue,3207655000M4,,Structural Material,23665-Others,3207655000M4,Others,Foam-Top Holder Coaxial Cable-Redmi7A
23665,Redmi7A,Blue,320765600049,,Structural Material,23665-Others,320765600049,Others,Foam-LCD-Redmi7A
23665,Redmi7A,Blue,3207657000M4,,Structural Material,23665-Others,3207657000M4,Others,Foam-Battery-Redmi7A
23665,Redmi7A,Blue,320765800049,,Structural Material,23665-Others,320765800049,Others,Compression Foam-Front Camera-Redmi7A
23665,Redmi7A,Blue,3208127000M4,,Structural Material,23665-Others,3208127000M4,Others,Compression Foam-SubMIC-Redmi7A
23665,Redmi7A,Blue,3207659000M4,,Structural Material,23665-Others,3207659000M4,Others,Foam-FPC-Redmi7A
23665,Redmi7A,Blue,320820900093,,Consumable,23665-Adhesive Battery,320820900093,Adhesive Battery,Easy Release Adhesive-Battery-Redmi7A
23666,Redmi7A,Black,5600070C3E00,,Structural Material,23666-Back Shell,5600070C3E00,Back Shell,After Sales Back Cover Assy-Redmi7A-EU/EN/Russia-Black
23666,Redmi7A,Black,3302000430C8,,Consumable,23666-Consumable,3302000430C8,Consumable,adhesive-vibrator-Redmi7A
23666,Redmi7A,Black,330200044000,,Consumable,23666-Consumable,330200044000,Consumable,adhesive-Receiver-Redmi7A
23666,Redmi7A,Black,330200045036,,Consumable,23666-Consumable,330200045036,Consumable,adhesive-Receiver-Redmi7A
23666,Redmi7A,Black,330200048097,,Consumable,23666-Consumable,330200048097,Consumable,Conductive Cloth-Side Key FPC Assy-Redmi7A
23666,Redmi7A,Black,330200051027,,Consumable,23666-Consumable,330200051027,Consumable,Adhesive-metal-Rear Camera-Redmi7A
23666,Redmi7A,Black,330200046050,,Consumable,23666-Consumable,330200046050,Consumable,adhesive-Sidekey-Redmi7A-big
23666,Redmi7A,Black,"3,80025E+018",,Structural Material,23666-Others,"3,80025E+018",Others,Rear_Cam-Lens_Redmi7A
23666,Redmi7A,Black,552822200021,,Structural Material,23666-Back Shell,552822200021,Back Shell,Battery cover-C3E-Black-EU/EN/RU
23666,Redmi7A,Black,880500000B34,,Accessory,23666-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
23666,Redmi7A,Black,552818800021,,Structural Material,23666-Others,552818800021,Others,Top_Frame_Assy_Redmi7A
23666,Redmi7A,Black,481098400050,,Accessory,23666-SIMCard Tray,481098400050,SIMCard Tray,Sim_Tray_assy_Black_Redmi7A
23666,Redmi7A,Black,375208000034,,Structural Material,23666-Others,375208000034,Others,USB_Rubber_Redmi7A
23666,Redmi7A,Black,375208100034,,Structural Material,23666-Others,375208100034,Others,Audio_Jack_Rubber_Redmi7A
23666,Redmi7A,Black,375208200034,,Structural Material,23666-Others,375208200034,Others,Sensor_Rubber_Redmi7A
23666,Redmi7A,Black,375208300034,,Structural Material,23666-Others,375208300034,Others,TP_FPC_Rubber_Redmi7A
23666,Redmi7A,Black,320766700049,,Structural Material,23666-Others,320766700049,Others,Conductive_tape_front_cam_Redmi7A
23666,Redmi7A,Black,1000792X00E3,,Consumable,23666-Consumable,1000792X00E3,Consumable,Screw-M1.4*2.5
23666,Redmi7A,Black,100082503052,1000792X00E3,Consumable,23666-Consumable,"100082503052 , 1000792X00E3",Consumable,Screw-M1.4*2.5
23666,Redmi7A,Black,1000810000000,,Consumable,23666-Consumable,1000810000000,Consumable,Screw-M1.4*3.5
23666,Redmi7A,Black,100081000052,1000810000000,Consumable,23666-Consumable,"100081000052 , 1000810000000",Consumable,Screw-M1.4*3.5
23666,Redmi7A,Black,453000063027,,Structural Material,23666-Others,453000063027,Others,RF-cable
23666,Redmi7A,Black,4830429000B0,,Structural Material,23666-FPCClass ,4830429000B0,FPCClass ,Link-FPC_assy_Redmi7A_BTB
23666,Redmi7A,Black,4830421000B0,,Structural Material,23666-FPCClass ,4830421000B0,FPCClass ,Sidekey_FPC_Assy
23666,Redmi7A,Black,4830430000B0,4830421000B0,Structural Material,23666-FPCClass ,"4830430000B0 , 4830421000B0",FPCClass ,Sidekey_FPC_Assy
23666,Redmi7A,Black,320762100049,,Structural Material,23666-Others,320762100049,Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23666,Redmi7A,Black,3207621000M4,320762100049,Structural Material,23666-Others,"3207621000M4 , 320762100049",Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23666,Redmi7A,Black,320762200049,,Structural Material,23666-Others,320762200049,Others,Conductive Cloth-Vibrator-Redmi7A
23666,Redmi7A,Black,320762300049,,Structural Material,23666-Others,320762300049,Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23666,Redmi7A,Black,3207623000M4,320762300049,Structural Material,23666-Others,"3207623000M4 , 320762300049",Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23666,Redmi7A,Black,320762900049,,Structural Material,23666-Others,320762900049,Others,FPCAdhesive-LCD-Redmi7A
23666,Redmi7A,Black,3207630000M4,,Structural Material,23666-Others,3207630000M4,Others,GND Conductive Foam-Speaker-Redmi7A
23666,Redmi7A,Black,320763100049,,Structural Material,23666-Others,320763100049,Others,Seal Foam-Front Camera-Redmi7A
23666,Redmi7A,Black,3207631000M4,320763100049,Structural Material,23666-Others,"3207631000M4 , 320763100049",Others,Seal Foam-Front Camera-Redmi7A
23666,Redmi7A,Black,320775600049,,Structural Material,23666-Others,320775600049,Others,GND Conductive Cloth-USB-Redmi7A
23666,Redmi7A,Black,320763400049,,Structural Material,23666-Others,320763400049,Others,GND Conductive Foam-LCD-Redmi7A
23666,Redmi7A,Black,3207634000M4,320763400049,Structural Material,23666-Others,"3207634000M4 , 320763400049",Others,GND Conductive Foam-LCD-Redmi7A
23666,Redmi7A,Black,3207635000M4,,Structural Material,23666-Others,3207635000M4,Others,GND Conductive Cloth1-Board-Redmi7A
23666,Redmi7A,Black,320763600049,,Structural Material,23666-Others,320763600049,Others,GND Conductive Cloth2-Board-Redmi7A
23666,Redmi7A,Black,320763800049,,Structural Material,23666-Others,320763800049,Others,Sealed Dustproof Net Foam-SubMIC-Redmi7A
23666,Redmi7A,Black,3207639000M4,,Structural Material,23666-Others,3207639000M4,Others,Foam-SubMIC-Redmi7A
23666,Redmi7A,Black,320764000049,,Structural Material,23666-Others,320764000049,Others,Foam-Rear CameraRedmi7A
23666,Redmi7A,Black,320764200049,,Structural Material,23666-Others,320764200049,Others,Rubber TAPE-SIM Tray Hole-Redmi7A
23666,Redmi7A,Black,3207641000M4,,Structural Material,23666-Others,3207641000M4,Others,GND Conductive Foam-MB Shielding Cover-Redmi7A
23666,Redmi7A,Black,3207643000M4,,Structural Material,23666-Others,3207643000M4,Others,Lampshade Adhesive-Flash Light-Redmi7A
23666,Redmi7A,Black,301578200021,,Structural Material,23666-Others,301578200021,Others,Deco-Rear Camera-Black-Redmi7A
23666,Redmi7A,Black,3207644000M4,,Structural Material,23666-Others,3207644000M4,Others,Deco Adhesive-Rear Camera-Redmi7A
23666,Redmi7A,Black,320764500049,,Structural Material,23666-Others,320764500049,Others,Lens Adhesive-Rear Camera-Redmi7A
23666,Redmi7A,Black,3207646000M4,,Structural Material,23666-Others,3207646000M4,Others,Dustproof Mesh-Master MIC-Redmi7A
23666,Redmi7A,Black,320764700049,,Structural Material,23666-Others,320764700049,Others,Dustproof Mesh-Speaker-Redmi7A
23666,Redmi7A,Black,3207648000M4,,Structural Material,23666-Others,3207648000M4,Others,Seal Foam-Rear Camera-Redmi7A
23666,Redmi7A,Black,320764900049,,Structural Material,23666-Others,320764900049,Others,Seal Foam-Side Key-Redmi7A
23666,Redmi7A,Black,3207649000M4,320764900049,Structural Material,23666-Others,"3207649000M4 , 320764900049",Others,Seal Foam-Side Key-Redmi7A
23666,Redmi7A,Black,320765000056,,Structural Material,23666-Others,320765000056,Others,Radiating Film-Battery Cover-Redmi7A
23666,Redmi7A,Black,481098000050,,Structural Material,23666-Others,481098000050,Others,Side Key Assy-Redmi7A-Black
23666,Redmi7A,Black,4810980000L7,481098000050,Structural Material,23666-Others,"4810980000L7 , 481098000050",Others,Side Key Assy-Redmi7A-Black
23666,Redmi7A,Black,320765400049,,Structural Material,23666-Others,320765400049,Others,Foam-Front Camera-Redmi7A
23666,Redmi7A,Black,3207655000M4,,Structural Material,23666-Others,3207655000M4,Others,Foam-Top Holder Coaxial Cable-Redmi7A
23666,Redmi7A,Black,320765600049,,Structural Material,23666-Others,320765600049,Others,Foam-LCD-Redmi7A
23666,Redmi7A,Black,3207657000M4,,Structural Material,23666-Others,3207657000M4,Others,Foam-Battery-Redmi7A
23666,Redmi7A,Black,320765800049,,Structural Material,23666-Others,320765800049,Others,Compression Foam-Front Camera-Redmi7A
23666,Redmi7A,Black,3208127000M4,,Structural Material,23666-Others,3208127000M4,Others,Compression Foam-SubMIC-Redmi7A
23666,Redmi7A,Black,3207659000M4,,Structural Material,23666-Others,3207659000M4,Others,Foam-FPC-Redmi7A
23666,Redmi7A,Black,320820900093,,Consumable,23666-Adhesive Battery,320820900093,Adhesive Battery,Easy Release Adhesive-Battery-Redmi7A
23673,Redmi7A,Black,5600070C3E00,,Structural Material,23673-Back Shell,5600070C3E00,Back Shell,After Sales Back Cover Assy-Redmi7A-EU/EN/Russia-Black
23673,Redmi7A,Black,3302000430C8,,Consumable,23673-Consumable,3302000430C8,Consumable,adhesive-vibrator-Redmi7A
23673,Redmi7A,Black,330200044000,,Consumable,23673-Consumable,330200044000,Consumable,adhesive-Receiver-Redmi7A
23673,Redmi7A,Black,330200045036,,Consumable,23673-Consumable,330200045036,Consumable,adhesive-Receiver-Redmi7A
23673,Redmi7A,Black,330200048097,,Consumable,23673-Consumable,330200048097,Consumable,Conductive Cloth-Side Key FPC Assy-Redmi7A
23673,Redmi7A,Black,330200051027,,Consumable,23673-Consumable,330200051027,Consumable,Adhesive-metal-Rear Camera-Redmi7A
23673,Redmi7A,Black,330200046050,,Consumable,23673-Consumable,330200046050,Consumable,adhesive-Sidekey-Redmi7A-big
23673,Redmi7A,Black,"3,80025E+018",,Structural Material,23673-Others,"3,80025E+018",Others,Rear_Cam-Lens_Redmi7A
23673,Redmi7A,Black,552822200021,,Structural Material,23673-Back Shell,552822200021,Back Shell,Battery cover-C3E-Black-EU/EN/RU
23673,Redmi7A,Black,880500000B34,,Accessory,23673-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
23673,Redmi7A,Black,320762100049,,Structural Material,23673-Others,320762100049,Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23673,Redmi7A,Black,3207621000M4,320762100049,Structural Material,23673-Others,"3207621000M4 , 320762100049",Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
23673,Redmi7A,Black,320762200049,,Structural Material,23673-Others,320762200049,Others,Conductive Cloth-Vibrator-Redmi7A
23673,Redmi7A,Black,320762300049,,Structural Material,23673-Others,320762300049,Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23673,Redmi7A,Black,3207623000M4,320762300049,Structural Material,23673-Others,"3207623000M4 , 320762300049",Others,Dust Proof Mesh Foam-Receiver-Redmi7A
23673,Redmi7A,Black,320762900049,,Structural Material,23673-Others,320762900049,Others,FPCAdhesive-LCD-Redmi7A
23673,Redmi7A,Black,3207630000M4,,Structural Material,23673-Others,3207630000M4,Others,GND Conductive Foam-Speaker-Redmi7A
23673,Redmi7A,Black,320763100049,,Structural Material,23673-Others,320763100049,Others,Seal Foam-Front Camera-Redmi7A
23673,Redmi7A,Black,3207631000M4,320763100049,Structural Material,23673-Others,"3207631000M4 , 320763100049",Others,Seal Foam-Front Camera-Redmi7A
23673,Redmi7A,Black,320775600049,,Structural Material,23673-Others,320775600049,Others,GND Conductive Cloth-USB-Redmi7A
23673,Redmi7A,Black,320763400049,,Structural Material,23673-Others,320763400049,Others,GND Conductive Foam-LCD-Redmi7A
23673,Redmi7A,Black,3207634000M4,320763400049,Structural Material,23673-Others,"3207634000M4 , 320763400049",Others,GND Conductive Foam-LCD-Redmi7A
23673,Redmi7A,Black,3207635000M4,,Structural Material,23673-Others,3207635000M4,Others,GND Conductive Cloth1-Board-Redmi7A
23673,Redmi7A,Black,320763600049,,Structural Material,23673-Others,320763600049,Others,GND Conductive Cloth2-Board-Redmi7A
23673,Redmi7A,Black,320763800049,,Structural Material,23673-Others,320763800049,Others,Sealed Dustproof Net Foam-SubMIC-Redmi7A
23673,Redmi7A,Black,3207639000M4,,Structural Material,23673-Others,3207639000M4,Others,Foam-SubMIC-Redmi7A
23673,Redmi7A,Black,320764000049,,Structural Material,23673-Others,320764000049,Others,Foam-Rear CameraRedmi7A
23673,Redmi7A,Black,320764200049,,Structural Material,23673-Others,320764200049,Others,Rubber TAPE-SIM Tray Hole-Redmi7A
23673,Redmi7A,Black,3207641000M4,,Structural Material,23673-Others,3207641000M4,Others,GND Conductive Foam-MB Shielding Cover-Redmi7A
23673,Redmi7A,Black,3207643000M4,,Structural Material,23673-Others,3207643000M4,Others,Lampshade Adhesive-Flash Light-Redmi7A
23673,Redmi7A,Black,301578200021,,Structural Material,23673-Others,301578200021,Others,Deco-Rear Camera-Black-Redmi7A
23673,Redmi7A,Black,3207644000M4,,Structural Material,23673-Others,3207644000M4,Others,Deco Adhesive-Rear Camera-Redmi7A
23673,Redmi7A,Black,320764500049,,Structural Material,23673-Others,320764500049,Others,Lens Adhesive-Rear Camera-Redmi7A
23673,Redmi7A,Black,3207646000M4,,Structural Material,23673-Others,3207646000M4,Others,Dustproof Mesh-Master MIC-Redmi7A
23673,Redmi7A,Black,320764700049,,Structural Material,23673-Others,320764700049,Others,Dustproof Mesh-Speaker-Redmi7A
23673,Redmi7A,Black,3207648000M4,,Structural Material,23673-Others,3207648000M4,Others,Seal Foam-Rear Camera-Redmi7A
23673,Redmi7A,Black,320764900049,,Structural Material,23673-Others,320764900049,Others,Seal Foam-Side Key-Redmi7A
23673,Redmi7A,Black,3207649000M4,320764900049,Structural Material,23673-Others,"3207649000M4 , 320764900049",Others,Seal Foam-Side Key-Redmi7A
23673,Redmi7A,Black,320765000056,,Structural Material,23673-Others,320765000056,Others,Radiating Film-Battery Cover-Redmi7A
23673,Redmi7A,Black,481098000050,,Structural Material,23673-Others,481098000050,Others,Side Key Assy-Redmi7A-Black
23673,Redmi7A,Black,4810980000L7,481098000050,Structural Material,23673-Others,"4810980000L7 , 481098000050",Others,Side Key Assy-Redmi7A-Black
23673,Redmi7A,Black,552818800021,,Structural Material,23673-Others,552818800021,Others,Top_Frame_Assy_Redmi7A
23673,Redmi7A,Black,481098400050,,Accessory,23673-SIMCard Tray,481098400050,SIMCard Tray,Sim_Tray_assy_Black_Redmi7A
23673,Redmi7A,Black,375208000034,,Structural Material,23673-Others,375208000034,Others,USB_Rubber_Redmi7A
23673,Redmi7A,Black,375208100034,,Structural Material,23673-Others,375208100034,Others,Audio_Jack_Rubber_Redmi7A
23673,Redmi7A,Black,375208200034,,Structural Material,23673-Others,375208200034,Others,Sensor_Rubber_Redmi7A
23673,Redmi7A,Black,375208300034,,Structural Material,23673-Others,375208300034,Others,TP_FPC_Rubber_Redmi7A
23673,Redmi7A,Black,320766700049,,Structural Material,23673-Others,320766700049,Others,Conductive_tape_front_cam_Redmi7A
23673,Redmi7A,Black,1000792X00E3,,Consumable,23673-Consumable,1000792X00E3,Consumable,Screw-M1.4*2.5
23673,Redmi7A,Black,100082503052,1000792X00E3,Consumable,23673-Consumable,"100082503052 , 1000792X00E3",Consumable,Screw-M1.4*2.5
23673,Redmi7A,Black,1000810000000,,Consumable,23673-Consumable,1000810000000,Consumable,Screw-M1.4*3.5
23673,Redmi7A,Black,100081000052,1000810000000,Consumable,23673-Consumable,"100081000052 , 1000810000000",Consumable,Screw-M1.4*3.5
23673,Redmi7A,Black,453000063027,,Structural Material,23673-Others,453000063027,Others,RF-cable
23673,Redmi7A,Black,4830429000B0,,Structural Material,23673-FPCClass ,4830429000B0,FPCClass ,Link-FPC_assy_Redmi7A_BTB
23673,Redmi7A,Black,4830421000B0,,Structural Material,23673-FPCClass ,4830421000B0,FPCClass ,Sidekey_FPC_Assy
23673,Redmi7A,Black,4830430000B0,4830421000B0,Structural Material,23673-FPCClass ,"4830430000B0 , 4830421000B0",FPCClass ,Sidekey_FPC_Assy
23673,Redmi7A,Black,320765400049,,Structural Material,23673-Others,320765400049,Others,Foam-Front Camera-Redmi7A
23673,Redmi7A,Black,3207655000M4,,Structural Material,23673-Others,3207655000M4,Others,Foam-Top Holder Coaxial Cable-Redmi7A
23673,Redmi7A,Black,320765600049,,Structural Material,23673-Others,320765600049,Others,Foam-LCD-Redmi7A
23673,Redmi7A,Black,3207657000M4,,Structural Material,23673-Others,3207657000M4,Others,Foam-Battery-Redmi7A
23673,Redmi7A,Black,320765800049,,Structural Material,23673-Others,320765800049,Others,Compression Foam-Front Camera-Redmi7A
23673,Redmi7A,Black,3208127000M4,,Structural Material,23673-Others,3208127000M4,Others,Compression Foam-SubMIC-Redmi7A
23673,Redmi7A,Black,3207659000M4,,Structural Material,23673-Others,3207659000M4,Others,Foam-FPC-Redmi7A
23673,Redmi7A,Black,320820900093,,Consumable,23673-Adhesive Battery,320820900093,Adhesive Battery,Easy Release Adhesive-Battery-Redmi7A
24259,Redmi7A,Gem Blue,5600080C3E00,,Structural Material,24259-Back Shell,5600080C3E00,Back Shell,After Sales Back Cover Assy-Redmi7A-EU/EN/Russia-Gem Blue
24259,Redmi7A,Gem Blue,3302000430C8,,Consumable,24259-Consumable,3302000430C8,Consumable,adhesive-vibrator-Redmi7A
24259,Redmi7A,Gem Blue,330200044000,,Consumable,24259-Consumable,330200044000,Consumable,adhesive-Receiver-Redmi7A
24259,Redmi7A,Gem Blue,330200045036,,Consumable,24259-Consumable,330200045036,Consumable,adhesive-Receiver-Redmi7A
24259,Redmi7A,Gem Blue,330200048097,,Consumable,24259-Consumable,330200048097,Consumable,Conductive Cloth-Side Key FPC Assy-Redmi7A
24259,Redmi7A,Gem Blue,330200051027,,Consumable,24259-Consumable,330200051027,Consumable,Adhesive-metal-Rear Camera-Redmi7A
24259,Redmi7A,Gem Blue,330200046050,,Consumable,24259-Consumable,330200046050,Consumable,adhesive-Sidekey-Redmi7A-big
24259,Redmi7A,Gem Blue,"3,80025E+018",,Structural Material,24259-Others,"3,80025E+018",Others,Rear_Cam-Lens_Redmi7A
24259,Redmi7A,Gem Blue,552822500097,,Structural Material,24259-Back Shell,552822500097,Back Shell,Battery cover-C3E-BlueGreen-EU/EN/RU
24259,Redmi7A,Gem Blue,880500000B34,,Accessory,24259-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
24259,Redmi7A,Gem Blue,340108200050,,Structural Material,24259-Others,340108200050,Others,Side Key Assy-Redmi7A-Blue
24259,Redmi7A,Gem Blue,552818800021,,Structural Material,24259-Others,552818800021,Others,Top_Frame_Assy_Redmi7A
24259,Redmi7A,Gem Blue,340108400050,,Accessory,24259-SIMCard Tray,340108400050,SIMCard Tray,Sim_Tray_assy_Blue_Redmi7A
24259,Redmi7A,Gem Blue,375208000034,,Structural Material,24259-Others,375208000034,Others,USB_Rubber_Redmi7A
24259,Redmi7A,Gem Blue,375208100034,,Structural Material,24259-Others,375208100034,Others,Audio_Jack_Rubber_Redmi7A
24259,Redmi7A,Gem Blue,375208200034,,Structural Material,24259-Others,375208200034,Others,Sensor_Rubber_Redmi7A
24259,Redmi7A,Gem Blue,375208300034,,Structural Material,24259-Others,375208300034,Others,TP_FPC_Rubber_Redmi7A
24259,Redmi7A,Gem Blue,320766700049,,Structural Material,24259-Others,320766700049,Others,Conductive_tape_front_cam_Redmi7A
24259,Redmi7A,Gem Blue,1000792X00E3,,Consumable,24259-Consumable,1000792X00E3,Consumable,Screw-M1.4*2.5
24259,Redmi7A,Gem Blue,100082503052,1000792X00E3,Consumable,24259-Consumable,"100082503052 , 1000792X00E3",Consumable,Screw-M1.4*2.5
24259,Redmi7A,Gem Blue,1000810000000,,Consumable,24259-Consumable,1000810000000,Consumable,Screw-M1.4*3.5
24259,Redmi7A,Gem Blue,100081000052,1000810000000,Consumable,24259-Consumable,"100081000052 , 1000810000000",Consumable,Screw-M1.4*3.5
24259,Redmi7A,Gem Blue,453000063027,,Structural Material,24259-Others,453000063027,Others,RF-cable
24259,Redmi7A,Gem Blue,4830429000B0,,Structural Material,24259-FPCClass ,4830429000B0,FPCClass ,Link-FPC_assy_Redmi7A_BTB
24259,Redmi7A,Gem Blue,4830421000B0,,Structural Material,24259-FPCClass ,4830421000B0,FPCClass ,Sidekey_FPC_Assy
24259,Redmi7A,Gem Blue,4830430000B0,4830421000B0,Structural Material,24259-FPCClass ,"4830430000B0 , 4830421000B0",FPCClass ,Sidekey_FPC_Assy
24259,Redmi7A,Gem Blue,320762100049,,Structural Material,24259-Others,320762100049,Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
24259,Redmi7A,Gem Blue,3207621000M4,320762100049,Structural Material,24259-Others,"3207621000M4 , 320762100049",Others,Conductive Cloth-Receiver Magnetic Sheet-Redmi7A
